ecoregion_name,ecoregion_description,ecoregion_id
YUKON SOUTHERN LAKES,"This ecoregion extends from Lake Laberge south to the boundary with British Columbia. The ecoregion covers parts of the Lewes and Nisutlin plateaus and all of the Teslin Plateau. The climate is cold and semiarid. Within major valleys the mean annual temperature is approximately -2.5°C with a summer mean of 10°C and a winter mean of -16.5°C. Lying within the rain shadow of the St. Elias Mountains, mean annual precipitation ranges 225-300 mm in the major valleys. Boreal forests are composed of open white spruce and lodgepole pine intermixed with aspen. South-facing slopes at low elevation are occupied by grassland communities. Subalpine elevations above 1200 m asl support open forest communities of alpine fir, white spruce and occasionally lodgepole pine. The forests suffer frequently from recurring natural fires such that seral communities are most common. Mountain avens, dwarf shrubs, forbs, grasses, and lichens constitute the main vegetative cover in colder, more exposed alpine sections. Most of the terrain lies 600-1500 m in elevation, but a few peaks are over 1800 m asl. Underlain by Mesozoic sedimentary strata and Palaeozoic metamorphic slates, schists, the topography is characterized by dissected plateaus and rolling hills. Eutric Brunisolic soils on sandy loam and rolling morainal to steep colluvial material are dominant. Low ice content permafrost occurs in a sporadic discontinuous pattern. Cryosolic soils are scattered throughout the landscape on some poorly drained areas and on north-facing slopes. Representative wildlife includes mountain goat, Stone's and Dall's sheep, grizzly bear, moose, ptarmigan, wolf, coyote, ground squirrel, and caribou. Land uses include hunting, trapping, and recreation values in alpine and subalpine regions, whereas forestry and forage-based agricultural activities occur in warmer, lower valleys below 850 m asl elevation. Whitehorse and Teslin are the major communities. The population of the ecoregion is approximately 20 900.",177
PELLY MOUNTAINS,"This ecoregion encompasses the Pelly and northern Cassiar Mountains spanning the British Columbia-Yukon border. The mean annual temperature for the area is approximately -3°C with a summer mean of 10.5°C and a winter mean of -17.5°C. Mean annual precipitation is 500-1000 mm, varying with elevation. Boreal forests of white spruce, black spruce, lodgepole pine and aspen cover the lower-elevation valley bottoms. Much of the ecoregion lies above the treeline and is characterized by alpine tundra communities of lichens, dwarf ericaceous shrubs, birch, and willows. Grasses, sedges, cottongrass, and some mosses occupy wet sites. Open-growing black and white spruce, and alpine fir are prevalent in the subalpine region. Some aspen and scrub birch occur in valleys and on lower, warmer slopes of the subalpine sections. Lodgepole pine is common following fires. The Pelly and Cassiar Mountains, composed of crystalline Mesozoic and Palaeozoic strata, are of moderately high relief, ranging from generally over 1500 m asl to the highest peak at 2404 m asl. Relief is greater in the Pelly Mountains than in the Cassiar Mountains. Permafrost is sporadically distributed. Dystric and Eutric Brunisols are codominant in the ecoregion. Dystric Brunisols are associated with coarse igneous rocks at higher elevation. Plateau areas with sandy loam morainal parent materials are associated with Eutric Brunisols. Turbic Cryosolic soils are found in alpine areas and in some imperfectly to poorly drained sites. Representative wildlife includes moose, wolverine, snowshoe hare, black and grizzly bear, Stone's and Dall's sheep, ptarmigan, ground squirrel, and caribou. Land use reflects hunting, trapping, and recreation values as well as mining and mineral exploration activities in both the alpine and subalpine regions. Swift River is the only settlement in the ecoregion. The population of the ecoregion is approximately 30.",178
YUKON-STIKINE HIGHLANDS,"This ecoregion covers a zone of climate transition from coastal to interior conditions in northwestern British Columbia and southern Yukon. The ecoregion falls within the rain shadow of the Coast Mountains. Precipitation decreases moving inland, and temperatures are moderated throughout the year by the influence of maritime air masses. The mean annual temperature for the area is approximately -1°C with a summer mean of 10°C and a winter mean of -13°C. The mean annual precipitation is 500-600 mm. The ecoregion is composed of a combination of three distinct vegetation zones: alpine tundra dominated by low-growing heather, dwarf birch, willow, grass, and lichen; subalpine forests of alpine fir, white spruce, and an occasional Engelmann spruce; and closed boreal forests of black and white spruce. Aspen and lodgepole pine regenerate after fire at mid to lower elevations. The ecoregion encompasses the mountainous areas leeward of the St. Elias Mountains and a portion of the Kluane Ranges. It is a region with subdued mountains and wide valleys. Permafrost is discontinuous and sporadic with generally low ice content. Soils range from  Brunisolic and Regosolic with some Cryosolic soils in alpine regions to Dystric and Eutric Brunisols in subalpine and boreal sections of the ecoregion. Characteristic wildlife includes grizzly and black bear, Stone's and Dall's sheep, mountain goat, pika, wolf, wolverine, ptarmigan, moose, spruce grouse, and deer. Land use presently includes outfitting, hunting, outdoor recreation, mining and mineral exploration. The extreme northwestern portion of the ecoregion in British Columbia, west of the Haines Road, falls within the Tatshenshini-Alsek Wilderness Park. Telegraph Creek is the only permanent settlement in the ecoregion. The population of the ecoregion is approximately 60.",179
BOREAL MOUNTAINS AND PLATEAUS,"This ecoregion covers a vast area of northwestern British Columbia and an extreme southern portion of the Yukon. The ecoregion is composed of a complex of rugged mountains, high plateaus, and lowlands. Temperature and precipitation vary with elevation. The climate tends to be more moderate in the western half of the ecoregion and is more continental as one moves eastward. The typical mean annual temperature for the area is approximately -2°C with a summer mean of 10°C and a winter mean of -15°C. The mean annual precipitation ranges 400-700 mm. The vegetation is a complex of ecosystems, ranging from Dryas spp./lichen alpine vegetation and bare bedrock on higher mountain elevations; to alpine fir with some white spruce and deciduous shrubs dominating subalpine forests to middle elevations in the southern Cassiar and northern Omineca mountains; and to closed canopied forests of lodgepole pine, and white and black spruce dominating the boreal forests of the Stikine and Yukon plateaus. A unique feature of this ecoregion is the presence of a number of late Tertiary and Pleistocene volcanoes. The most prominent volcanoes are the great shield volcano of Level Mountains, a low domed mass reaching 2134 m asl, and Mount Edziza, a complex cone reaching 2787 m asl. The Cassiar and Omineca mountains form a belt of massive Palaeozoic and Proterozoic crystalline rocks whose highest peaks carry a number of alpine glaciers. Humo-Ferric Podzolic soils on upland sites in subalpine regions, and Gray Luvisolic with Dystric Brunisolic soils in the boreal forest regions are most common. Permafrost with low ice content occurs sporadically in the northern portion of the ecoregion and is confined to isolated patches in the southwest. Representative wildlife includes mountain goat, Stone's sheep, grizzly bear, moose, ptarmigan, ground squirrel, and caribou. Land use varies from hunting, trapping, and recreation in alpine and subalpine regions to limited forestry and forage crop-based agriculture in the boreal region. The main communities in the region are Atlin, Dease Lake, and Carcross. The population of the ecoregion is approximately 3300.",180
LIARD BASIN,"The Liard Basin ecoregion spans the British Columbia-Yukon boundary to incorporate the Liard Plain, a broad, rolling, low-lying area mantled with glacial drift and outwash deposits in which the Liard River is entrenched. The mean annual temperature for the area is approximately -3°C with a summer mean of 11°C and a winter mean of -18.5°C. Annual precipitation is 350-450 mm. The ecoregion is characterized by extensive stands of boreal forest composed of lodgepole pine, white and black spruce, and aspen. Dry sites support lodgepole pine; moist sites have black spruce and larch with Labrador tea, horsetail, and moss. The ecoregion is underlain by Carboniferous Palaeozoic limestone and Cretaceous shale and lies 620-930 m asl. Luvisolic soils are associated with the productive upland boreal forests of the region. Cumulic Regosols support productive stands of white spruce along the floodplain of the Liard River and its larger tributaries. Eutric and Dystric Brunisols exist on coarse-textured fluvioglacial deposits. Permafrost is scattered, confined mainly to lower north-facing slopes and sphagnum bogs. Big game hunting, outfitting, and trapping are other uses of land in this region. Characteristic wildlife includes moose, black bear, wood bison, wolf, beaver, muskrat, snowshoe hare, waterfowl, crane, ruffed grouse, and other birds. Local sawlog forestry and mining are main industrial land uses. There is some recreational use of the major lakes and rivers in the ecoregion. Watson Lake is the main community. The population of the ecoregion is approximately 1400.",181
HYLAND HIGHLAND,"This ecoregion in southeastern Yukon spans the boundary with British Columbia north of the Liard River. The mean annual temperature for the area is approximately -2°C with a summer mean of 10°C and a winter mean of -18°C. Precipitation varies 500-600 mm being greatest at higher elevations in the northern portion of the ecoregion. Open stands of black and white spruce with an understory of dwarf birch, Labrador tea, lichen, and moss predominate the boreal forest. Drier and warmer sites tend to have more white spruce with lodgepole pine, paper birch, and some aspen. The ecoregion supports forests with considerable productivity. Wet sites are usually covered with bog or fen vegetation such as dwarf black spruce, larch, Labrador tea, ericaceous shrubs, sedges and mosses. The ecoregion takes in parts of the Liard Plateau physiographic unit that is underlain mainly by Cretaceous shale. Many summits and hills are flat, but extensive remnants of former erosion surfaces are evident. Elevations are usually less than 1400 m asl, but some local ranges contain summits over 1800 m asl. The valleys are wide. Permafrost is sporadic, being confined to lower, north-facing slopes and some organic deposits primarily in the northwestern part  of the ecoregion. Brunisolic Gray Luvisols are common on medium-textured deposits. Eutric Brunisols are common on coarse materials. Dystric Brunisols occur in alpine and subalpine areas. This ecoregion provides habitat for a wide range of wildlife species, including moose, red fox, beaver, snowshoe hare, arctic ground squirrel, wolf, lynx, weasel, snowy owl, and various raptors. Land uses include some forest harvesting, mineral exploration, big game hunting and guiding, subsistence hunting and trapping, and minor amounts of recreation and tourism. There are no major settlements in the ecoregion. The population of the ecoregion is approximately 100.",182
NORTHERN CANADIAN ROCKY MOUNTAINS,"This ecoregion incorporates the northern Rocky Mountains and the Muskwa Ranges in northern British Columbia. The mean annual temperature for the area is approximately -0.5°C with a summer mean of 11.5°C and a winter mean of -13°C. Mean annual precipitation ranges from 500 mm in the lower elevations and surrounding plateau up to 800 mm at higher elevations and in the mountain passes. The ecoregion is a complex of alpine vegetation, consisting of dwarf shrubs such as willow and birch, alpine grasses, sedges, Dryas spp., mountain avens, and bare bedrock at elevations above the treeline; willow and birch shrubs along with alpine fir and white spruce dominating subalpine forests; and closed canopied forests of lodgepole pine, and white and black spruce dominating the boreal forests at lower, warmer, elevations. The rugged Muskwa Ranges are broadest and highest around Mount Churchill at 3200 m asl in elevation, and a number of glaciers occur around the higher peaks. Sporadic discontinuous permafrost containing low ice content occurs throughout the ecoregion. Bedrock outcrops are common. Soils range from Turbic Cryosolic and Regosolic soils in alpine terrain; to Humo-Ferric Podzols and Dystric Brunisolic with some Cryosolic, Organic, and Gleysolic soils in subalpine terrain; and to Gray Luvisolic and Dystric Brunisolic soils in warmer boreal sections of the region. Characteristic wildlife includes moose, elk, Stone's sheep, caribou, and mountain goat. Grizzly bear, black bear, and wolf are common throughout the valleys. Wolverine and lynx are also common. Land use includes hunting and recreation in alpine and subalpine areas, and forestry, forage production-based agriculture, and tourism in the warmer boreal sections of the ecoregion. Muncho Lake is the main settlement. The population of the ecoregion is approximately 30.",183
MOUNT LOGAN,"This most northerly of Pacific Maritime ecoregions is composed predominantly of very high elevation ice fields, alpine glaciers and summit outcrops. This ecoregion incorporates part of the largest nonpolar ice fields in the world and includes the highest mountains in Canada. The terrain is similar to that in the adjacent St. Elias Mountains ecoregion (173) but this ecoregion has higher peaks, milder temperatures and receives much higher precipitation as it is on the windward side of the coastal ranges. Although no climate stations exist in this ecoregion, high elevations are estimated to receive up to 3500 mm of precipitation, almost all of it falling as snow. There is no terrestrial vegetation or soil development in this ecoregion. Mount Logan, the highest mountain in Canada at 5959 m asl and King Peak at 5175 m asl are major peaks. A half dozen other peaks exceed 4000 m in height. The Seward, Hubbard, and Malaspina glaciers run from their source areas at high elevation in the ecoregion to tide water in the Gulf of Alaska less than 100 km to the west. Each year, mountain climbers attempt ascents of Mount Logan and the other major peaks during May and June.",184
NORTHERN COASTAL MOUNTAINS,"This ecoregion takes in the steep, rugged Fairweather Ranges (polygon 185) and the Boundary Ranges (polygon 186) that extend from northwestern British Columbia along the eastern boundary of the Alaskan panhandle. The mean annual temperature for this high elevation area is approximately -0.5°C with a summer mean of 10°C and a winter mean of -11.5°C. Mean annual precipitation ranges from 1000 mm in the eastern part of the Boundary Ranges up to 2400 mm in the ice fields of the Fairweather Ranges. The ecoregion is composed of a complex of three vegetation zones: alpine tundra vegetation of variable ground cover dominated by low-growing heather, dwarf birch, willow, grass, and lichen at elevations above the treeline; subalpine forests of alpine fir, mountain hemlock, and some Sitka spruce at middle elevations; and closed forests of western hemlock and some Sitka spruce at warmer, more humid, lower elevations. Mountain summits in this region range 2100-3050 m asl and are capped by several large ice fields that include the Grand Pacific and Llewellyn glaciers. Composed of crystalline gneisses and granite rocks, these ranges are cut into several segments by large steep-sided transverse valleys. In places, relief along sides of the valleys reaches 2745 m. Large glaciers move down tributaries to about 150 m asl with several reaching the sea in Alaska. Isolated patches of permafrost occur in mountain summits over 2500 m asl. Brunisolic and Regosolic soils occur in alpine regions;  Podzolic and Brunisolic soils occur in the subalpine zone; and Humo-Ferric Podzolic and Gleysolic soils are most common in the low elevation forests of the ecoregion.  Land use is limited to various forms of outdoor recreation in the major river valleys and mountaineering in the higher elevations. Characteristic wildlife includes grizzly and black bear, mountain goat, wolf, wolverine, ptarmigan, moose, and spruce grouse with black-tailed deer in the river valleys. Mining and mineral exploration occur throughout the ecoregion. Stewart is the main community in the ecoregion. The population of the ecoregion is approximately 1400.",185
NORTHERN COASTAL MOUNTAINS,"This ecoregion takes in the steep, rugged Fairweather Ranges (polygon 185) and the Boundary Ranges (polygon 186) that extend from northwestern British Columbia along the eastern boundary of the Alaskan panhandle. The mean annual temperature for this high elevation area is approximately -0.5°C with a summer mean of 10°C and a winter mean of -11.5°C. Mean annual precipitation ranges from 1000 mm in the eastern part of the Boundary Ranges up to 2400 mm in the ice fields of the Fairweather Ranges. The ecoregion is composed of a complex of three vegetation zones: alpine tundra vegetation of variable ground cover dominated by low-growing heather, dwarf birch, willow, grass, and lichen at elevations above the treeline; subalpine forests of alpine fir, mountain hemlock, and some Sitka spruce at middle elevations; and closed forests of western hemlock and some Sitka spruce at warmer, more humid, lower elevations. Mountain summits in this region range 2100-3050 m asl and are capped by several large ice fields that include the Grand Pacific and Llewellyn glaciers. Composed of crystalline gneisses and granite rocks, these ranges are cut into several segments by large steep-sided transverse valleys. In places, relief along sides of the valleys reaches 2745 m. Large glaciers move down tributaries to about 150 m asl with several reaching the sea in Alaska. Isolated patches of permafrost occur in mountain summits over 2500 m asl. Brunisolic and Regosolic soils occur in alpine regions;  Podzolic and Brunisolic soils occur in the subalpine zone; and Humo-Ferric Podzolic and Gleysolic soils are most common in the low elevation forests of the ecoregion.  Land use is limited to various forms of outdoor recreation in the major river valleys and mountaineering in the higher elevations. Characteristic wildlife includes grizzly and black bear, mountain goat, wolf, wolverine, ptarmigan, moose, and spruce grouse with black-tailed deer in the river valleys. Mining and mineral exploration occur throughout the ecoregion. Stewart is the main community in the ecoregion. The population of the ecoregion is approximately 1400.",186
NASS BASIN,"The Nass Basin in west-central British Columbia is an ecoregion of subalpine and montane forests transitional between the interior (leeward) and coastal portions of the Coast Mountains. The climate is humid and cool. The mean annual temperature for the area is approximately 1.5°C with a summer mean of 11.5°C and a winter mean of -9.5°C. Mean annual precipitation ranges from 1500 mm in the lower elevations up to 2500 mm at higher elevations. The region is characterized by forests of western hemlock and western red cedar in the moist montane zone and to a lesser extent  lodgepole pine, Engelmann spruce, and alpine fir forests in the subalpine zone. The Nass Basin, composed of folded Jurassic and Cretaceous sediments, is an area of low relief with a gently rolling floor that for the most part lies below 750 m asl. The basin is almost encircled by mountains, but large gaps connect it with the ocean through the Skeena River valley and the Nass River valley and to the interior through the Bulkley River valley. Soils range from Humo-Ferric Podzols and Dystric Brunisols in the montane zone to Dystric Brunisolic and Podzolic soils in the subalpine zone. Characteristic wildlife includes moose, black-tailed deer, woodland caribou, grizzly and black bear, beaver, wolf, red fox, marten, snowshoe hare, and grouse. Land use consists of forest harvesting, mining, hunting, recreation, and tourism. The main communities are Kispiox and Aiyansh. The population of the ecoregion is approximately 1700.",187
QUEEN CHARLOTTE RANGES,"This ecoregion incorporates the mountainous portions of the Queen Charlotte Islands. The Queen Charlotte Ranges lie along the western side of the island and are the backbone of the islands with summits reaching 1067 m asl. The Skidegate Plateau lies to the east of these mountains. The ecoregion's climate is strongly maritime. The mean annual temperature for the area is approximately 8°C with a summer mean of 12°C and a winter mean of 3.5°C. Mean annual precipitation ranges from 2000 mm on the west flanks of the range decreasing to 1500 mm on the eastern flanks. The oceanic nature of the climate is expressed in the sloping bogs and stunted, open-growing western red cedar, yellow cedar, shore pine, and western hemlock forests on the outermost headlands along the west coast of the Queen Charlotte Islands. Better drained sites support complexes of western hemlock, western red cedar, and Sitka spruce. Red alder is common on disturbed alluvial sites. Lower elevations between sea level and 900 m asl are vegetated by western hemlock and amabilis fir with an understory of salal, Vaccinium spp., and mosses. Mountain hemlock is usually found above 900 m asl. Humo-Ferric and Ferro-Humic Podzolic soils develop on irregular, steeply-sloping, often unstable, colluvial and morainal deposits. Folisols, soils developed on upland surfaces but composed of organic material, are also present. Characteristic wildlife includes black-tailed deer (introduced), black bear, raccoon (introduced), otter, seabirds, shorebirds, and marine mammals. Important land uses are forestry, recreation, and tourism.  Much of the forest lands are under Tree Farm License. A national park covers much of the lower end of Moresby Island and adjacent offshore islands. Native subsistence activities are also important land uses. Mining has occurred sporadically throughout the ecoregion. Sandspit and Sewell Inlet are the main communities. The population of the ecoregion is approximately 2300.",188
QUEEN CHARLOTTE LOWLAND,"This ecoregion covers the forested plain and wetland complex of northern and eastern Graham Island. Elevation varies up to 300 m asl. The mean annual temperature is approximately 7.5°C with a summer mean of 11.5°C and a winter mean of 3.5°C. Mean precipitation is approximately 1500 mm per year. Vegetative cover of this ecoregion is characterized by wetlands in association with open western hemlock, shore pine, and amabilis fir. Drier sites support stands of western hemlock, western red cedar, and Sitka spruce. The lowland is formed of gently sloping Tertiary sedimentary strata covered by glacial till, organic deposits and thick outwash deposits. Mesisols and Fibrisols are the dominant organic soils. Gleysolic and Podzolic soils with thick organic surface horizons are dominant mineral soils in the ecoregion. Many of the Podzols contain impermeable subsurface horizons which inhibit vertical soil drainage and enhance the moisture status of these soils. Wetlands cover much of the ecoregion. The predominant wetland forms are slope, basin, and shore bogs with localized stream fens and estuaries. Characteristic wildlife includes black-tailed deer (introduced), black bear, elk (introduced), otter, seabirds, shorebirds, and marine mammals. Dominant uses of land include forestry, recreation, and tourism. Much of the ecoregion is covered by Naikoon Provincial Park. Masset, Queen Charlotte, and Port Clements are the main communities. The population of the ecoregion is approximately 3000.",189
NASS RANGES,"The Nass Ranges ecoregion is located in the Hazelton Mountains in west-central British Columbia. The topography is characterized by glacierized mountain peaks over 2700 m asl and broad valleys of the Skeena River and its tributaries. This ecoregion incorporates large areas of alpine and subalpine at higher elevations as well as warmer montane climate at lower elevations. The mean annual temperature for the major valleys is 4.5°C with a summer mean of 13°C and a winter mean of approximately -4.5°C. Mean annual precipitation is highly variable ranging from 2000 mm in the west to 1500 mm in the east where the climate is transitional to more interior conditions. The eastern portion of the ecoregion is characterized by closed stands of lodgepole pine, Engelmann spruce, and alpine fir forests in subalpine regions and by mature forests of interior western red cedar and western hemlock in the Skeena River valley. The western portion of the ecoregion has a more coastal climate wherein mountain hemlock dominates the subalpine and western hemlock the coastal forests of the lower Skeena River valley. The ecoregion, traversed by the deeply incised Skeena River valley, is largely underlain by folded Jurassic sediments and volcanic rocks with intrusions of igneous rocks in the south. Eutric Brunisolic and Gray Luvisolic soils are dominant in the eastern portion of the ecoregion, whereas Dystric Brunisolic and Humo-Ferric Podzolic soils dominate the milder, more humid western portion. Characteristic wildlife includes black-tailed deer, mountain goat, grizzly and black bear, and wolf. Forestry, recreation, hunting and fishing, and tourism are important land uses. Terrace, Hazelton and New Hazelton, are the main communities. The population of the ecoregion is approximately 24 300.",190
COASTAL GAP,"This mid-coast ecoregion extends from the British Columbia-Alaska border north of Prince Rupert southward to the southern tip of the Hecate Lowland near Ocean Falls on Broughton Island. The ecoregion covers the Kitimat Ranges, which form part of a relatively low relief portion of the Coast Mountains. The ranges are composed of crystalline gneisses and granitic rocks, rarely reach 2400 m asl in elevation, and form a saddle between the higher Boundary Ranges to the north and the Pacific Ranges to the south. Glaciers are few and small. Numerous, steep-sided, transverse valleys, inlets and fjords dissect this mountainous coastal region. A climatic gradient exists across the Coast Mountains to slightly drier and cooler conditions across the divide towards the interior of the province. The mean annual temperature for the ecoregion is approximately 6.5°C with a summer mean of 13°C and a winter mean of -0.5°C. Along the coast, mean annual temperatures range from 9°C to 7.5°C. Mean annual precipitation is the highest on the British Columbia coast ranging from 2000 mm to greater than 4500 mm at higher elevations on the windward side of the Coast Mountains. Ocean Falls is the rainiest community in Canada with an average of 4386 mm of rain per year. The vegetation immediately adjacent to the Pacific Ocean includes stunted, open-growing western red cedar, yellow cedar, and western hemlock with some stunted shore pine and Sitka spruce. Wetlands predominate this part of the ecoregion with sloping bogs, basin bogs and occasional stream fens being the most common wetland forms. Red alder is common on disturbed alluvial sites. On steep topography, forest stands are primarily western hemlock and western red cedar, whereas amabilis fir is found with western hemlock on moister sites. Soils formed on mineral substrates range from Podzols to Gleysols while organic soils including upland Folisols with Mesisols and Fibrisols occur on the wetlands. Characteristic wildlife includes grizzly and black bear, mountain goat, black-tailed deer, wolf, mink, otter, seabirds, shorebirds, waterfowl, and grouse.  Important land uses include pulp and sawlog forestry, water-oriented recreation, hunting, and tourism. Kitimat, Prince Rupert, Kemano, and Bella Coola are the main communities. The population of the ecoregion is approximately 35 500.",191
PACIFIC RANGES,"This ecoregion extends to include the Coast Mountains from the British Columbia-Washington border north to Burke Channel and Bella Coola. The Pacific Ranges are high, irregular, steeply-sloping mountains that form the main southern part of the rugged Coast Mountains. They are composed of crystalline gneisses and granitic rocks, ranging from sea level to 4000 m asl. The higher peaks are surrounded by expansive ice fields; many large glaciers extend to low elevations but do not reach sea level. Numerous, large, steep-sided, transverse valleys, inlets, or fjords dissect this mountainous coastal region. The mean annual temperature for the major valleys is approximately 6.5°C with a summer mean of 13.5°C and a winter mean of -1°C. Mean annual precipitation ranges from 1500 mm in the lower elevations up to 3400 mm at higher elevations. The ecoregion incorporates three main ecological zones: the coastal forest zone, which ranges from sea level to about 900 m asl; the subalpine zone, from about 900 to 1800 m asl; and the alpine zone above 1800 m asl. Vegetative cover of the low-elevation slopes includes very productive stands of western hemlock, western red cedar and amabilis fir. Drier sites support stands of western hemlock and Douglas-fir. The subalpine zone is dominated by forests of mountain hemlock and amabilis fir with some yellow cedar. Podzolic and Dystric Brunisolic soils form on mineral materials. Mesisols and Humisols are the typical soils formed on organic materials. Sloping and basin bogs as well as stream fens and floodplain swamps are the major wetland forms in the ecoregion. Humo-Ferric Podzolic soils form in the subalpine. In addition to the rock outcrops and ice fields at highest elevations, Podzolic, Regosolic, and Brunisolic soils are found in the alpine portions of the ecoregion. Characteristic wildlife includes black-tailed deer, black and grizzly bear, mountain goat, wolf, mink, otter, seabirds, shorebirds, waterfowl, and blue grouse. This ecoregion contains some of the most productive forest lands in Canada. Important land uses include pulp and sawlog forestry, production of hydroelectric power, water-oriented recreation, and tourism. Much of the forest land is under Tree Farm Licence. The main communities are Squamish, Whistler, Hope, and Pemberton. The population of the ecoregion is approximately 36 500.",192
WESTERN VANCOUVER ISLAND,"This generally heavily forested ecoregion takes in the northwestern two-thirds of Vancouver Island including the western lowlands and offshore islands. Numerous, steep-sided, transverse valleys, inlets, and sounds dissect the ecoregion. The climate is marked by warm, moist summers and very wet but mild winters. The mean annual temperature for the ecoregion is approximately 8.5°C with a summer mean of 13.5°C and a winter mean of 3.5°C. Mean annual precipitation ranges from 1500 mm in the northeast portion of the ecoregion up to 3500 mm at higher elevation in the main ranges of the island's interior. Henderson Lake holds the Canadian record for precipitation in one year at 8122 mm in 1931. Tofino has the warmest average January temperature of any community in Canada. Coastal forest cover at low elevation includes stands of western hemlock, Douglas-fir, and amabilis fir. Drier sites support stands of western hemlock and western red cedar. Subalpine regions are dominated by forests of mountain hemlock and amabilis fir with some yellow cedar. Alpine tundra sites have an abundance of dwarf willow, sedge, fescue grass, and forbs. The Vancouver Island Ranges form the main body of the island, and their highest peaks reach 2135 m asl. These mountains have been sculptured by glaciers that have left deep, U-shaped valleys. They are composed mainly of Cretaceous and Tertiary strata with volcanic rocks more abundant in the southern half of the island. The narrow Estevan Coastal Plain and Nahwitti Lowland are composed of soft, gently dipping, folded Tertiary strata that form low hills and plains. Soils range from Podzolic and Dystric Brunisolic on well-drained mineral substrates to Gleysolic soils in poorly drained portions of the landscape. Organic soils form on sloping bogs on lowlands along the coast. Humo-Ferric Podzolic soils are most common  in the subalpine zone. Characteristic wildlife includes black-tailed deer, American elk (wapiti), black bear, wolf, mink, otter, raccoon, seabirds, shorebirds, waterfowl, and grouse. This very humid ecoregion includes some of the most productive forest lands in British Columbia. Forest management is an important land use and much of the forest lands are under Tree Farm License. Harvested wood is used in both pulp and lumber production. Mining, water-oriented recreation, and tourism are also important land uses. Much of the south and western coast of Vancouver Island falls within the Pacific Rim National Park and the main ranges of the Island fall within Strathcona Provincial Park. Some major communities are Port Alice, Tofino, Ucluelet, and Port Hardy. The population of the ecoregion is approximately 20 500.",193
EASTERN VANCOUVER ISLAND,"This ecoregion incorporates the eastern slopes of the Vancouver Island Ranges and adjacent Nanaimo Lowland plain. The ecoregion contains low relief and undulating topography mixed with areas of sharp crests and narrow valleys. The climate is marked by warm, dry summers and wet, very mild winters. Frosts are common in winter, but snow cover at sea level is ephemeral. The mean annual temperature for the ecoregion is one of the mildest in Canada at approximately 9°C with a summer mean of 14°C and a winter mean of 3.5°C. Mean annual precipitation ranges from 800 mm at lower elevations to 2500 mm at higher elevations. Forest  cover is characterized by stands of Douglas-fir, western hemlock and grand fir with an understory of salal, Oregon grape, and moss. Mixed stands of Douglas-fir and western hemlock with occasional Garry oak, dogwood, and arbutus are common in the driest portions of the ecoregion along the southeast coast of Vancouver Island. Higher elevation forests are composed of amabilis fir and western hemlock. Brunisolic and Podzolic soils formed on glacial drift and glaciomarine deposits dominate the ecoregion. Characteristic wildlife includes black-tailed deer, American elk (wapiti), wolf, black bear, raccoon, otter, shorebirds, seabirds, and waterfowl. Most of the mountainous portions of the ecoregion are managed for forest production under various forms of public and private tenure. On the gentler terrain adjacent to the Strait of Georgia, land use is more intensive. Residential, industrial, recreational, transportation (corridors) and agricultural uses all compete for land. There are approximately 40 000 ha of farmland mainly in the Nanaimo Lowland. Tourism and fishing are also important economic activities. Some major communities are Port Alberni, Victoria, Campbell River, and Nanaimo. The population of the ecoregion is approximately 547 600.",194
GEORGIA-PUGET BASIN,"This coastal ecoregion incorporates the numerous Gulf Islands of the Strait of Georgia. The ecoregion has a ""mediterranean"" climate of warm dry summers and mild wet winters where frosts are common in winter but snow is ephemeral. The mean annual temperature for the area is approximately 9°C with a summer mean of 15°C and a winter mean of 3.5°C. Mean annual precipitation ranges from 600 mm in the southern Gulf Islands up to 1000 mm farther north in the ecoregion. Very little precipitation falls as snow. The vegetative cover is characterized by forests of Douglas-fir, grand fir and western hemlock with an understory of salal, Oregon grape, and moss. Mixed stands of Douglas-fir with some Garry oak, dogwood, and arbutus are common on drier sites. Moist sites support western hemlock and western red cedar. This lowland basin is formed from an old erosion surface  where differential erosion has formed cuesta-like ridges (below 610 m asl) and bevelled hills from soft, folded, Tertiary and Cretaceous sandy sediments. Volcanic and crystalline Mesozoic gneissic and igneous rocks are also present. Humo-Ferric Podzols and Dystric Brunisolic soils have developed on glaciomarine and glacial till deposits. Characteristic wildlife includes black-tailed deer, raccoon, harbour seal, otter, mink, turkey vulture, bald eagle, blue grouse, shorebirds, seabirds, and waterfowl. Land uses reflect the favourable climate in that residential, industrial, recreational, and agricultural uses compete strongly with forestry uses. Eighteen percent of the land area is farmland. Populations continue to increase as the Gulf Islands are a popular retirement region. Most of the population is rural. The largest concentration of population is on Saltspring Island. The population of the ecoregion is approximately 20 800.",195
